tempo_s ax ay az
2.040000 -41.97 23.61 -0.55
2.043000 -20.20 16.63 -2.55
2.046000 23.10 -5.73 -0.51
2.049000 29.50 -1.53 -3.84
2.052000 -13.53 12.55 -3.80
2.055000 -38.44 23.42 3.10
2.058000 -36.13 23.30 -0.08
2.061000 -6.24 -0.04 -5.33
2.064000 47.07 -5.22 -2.43
2.067000 18.79 3.02 2.51
2.070000 -25.30 17.22 -0.55
2.073000 -44.01 23.22 3.69
2.076000 -28.28 8.51 2.86
2.079000 42.68 -3.77 -4.59
2.082000 39.74 -3.22 -6.79
2.085000 0.94 8.67 -0.04
2.088000 -32.24 22.67 -0.12
2.091000 -42.29 17.53 -4.39
2.094000 23.77 2.94 -0.20
2.097000 48.29 -5.18 0.86
2.100000 29.07 -1.06 -4.24
2.103000 -13.73 13.49 3.02
2.106000 -39.66 23.97 6.75
2.109000 -6.98 11.85 -2.24
2.112000 33.50 -1.22 -6.47
2.115000 47.78 -4.31 -1.88
2.118000 17.14 4.20 -0.71
2.121000 -24.91 23.58 -3.65
2.124000 -27.42 20.95 2.86
2.127000 9.61 8.08 4.12
2.130000 43.19 -3.88 -4.71
2.133000 38.56 -3.14 0.35
2.136000 0.75 21.81 5.88
2.139000 -42.13 23.14 0.55
2.142000 -19.89 16.20 -4.12
2.145000 23.10 3.65 -0.39
2.148000 48.52 -4.43 -3.30
2.151000 29.42 14.32 -4.51
2.154000 -40.17 23.61 2.67
2.157000 -34.95 23.26 6.04
2.160000 -4.79 12.36 -2.16
2.163000 34.32 -0.82 -1.65
2.166000 46.72 4.24 2.59
2.169000 -25.42 17.57 -0.35
2.172000 -44.29 23.46 -3.06
2.175000 -26.67 20.55 2.35
2.178000 11.53 8.16 -4.35
2.181000 42.76 -3.33 -7.26
2.184000 -0.12 8.83 0.00
2.187000 -33.54 22.32 6.04
2.190000 -41.93 23.50 -0.12
2.193000 -19.65 15.85 0.27
2.196000 22.83 -4.20 1.10
2.199000 29.38 -0.39 -3.22
2.202000 -14.71 13.14 -5.10
2.205000 -40.40 23.69 2.31
2.208000 -35.26 24.16 -1.73
2.211000 -4.51 -1.22 -6.90
2.214000 47.31 -4.28 -1.77
2.217000 15.85 3.92 3.26
2.220000 -25.46 17.53 -0.55
2.223000 -44.44 23.26 1.92
2.226000 -28.75 7.45 3.33
2.229000 43.74 -4.16 -4.08
2.232000 39.19 -3.22 -7.14
2.235000 -0.08 8.83 -0.43
2.238000 -33.34 22.01 0.24
2.241000 -43.07 16.40 -4.67
2.244000 24.40 2.51 -0.63
2.247000 48.95 -4.98 1.10
2.250000 28.64 -1.06 -3.18
2.253000 -14.91 13.34 1.80
2.256000 -40.68 23.42 6.24
2.259000 -2.82 12.59 -1.18
2.262000 35.42 -1.73 -6.94
2.265000 47.31 -4.59 -2.00
2.268000 15.34 4.16 0.67
2.271000 -25.93 23.14 -4.04
2.274000 -27.69 20.52 1.18
2.277000 12.20 7.18 3.26
