tempo_s ax ay az
1.923000 -40.09 16.51 -8.00
1.926000 -26.40 15.77 1.49
1.929000 9.65 2.59 5.88
1.932000 35.03 2.63 4.86
1.935000 -2.31 10.24 -0.55
1.938000 -34.05 18.95 -5.14
1.941000 -38.60 17.97 -2.39
1.944000 -15.14 5.33 2.90
1.947000 44.48 2.31 5.06
1.950000 23.50 6.16 3.84
1.953000 -15.14 11.89 -2.86
1.956000 -38.91 18.24 -4.71
1.959000 -33.93 10.79 -0.63
1.962000 34.28 2.39 4.67
1.965000 42.09 1.65 4.71
1.968000 9.96 9.30 1.10
1.971000 -26.40 15.57 -8.16
1.974000 -39.93 15.34 -4.16
1.977000 10.67 9.41 1.22
1.980000 41.54 2.59 5.88
1.983000 34.24 2.79 4.75
1.986000 -3.53 10.40 -5.18
1.989000 -35.07 17.93 -7.53
1.992000 -14.12 11.22 -2.71
1.995000 24.16 5.02 2.71
1.998000 44.48 2.31 5.14
2.001000 22.56 6.39 -2.90
2.004000 -16.20 17.97 -6.39
2.007000 -33.50 18.83 -4.82
2.010000 -1.69 10.59 -0.47
2.013000 35.11 2.47 4.82
2.016000 41.62 1.45 0.82
2.019000 8.98 16.04 -4.43
2.022000 -40.21 16.51 -8.04
2.025000 -24.71 14.91 -4.00
2.028000 11.92 9.14 1.49
2.031000 42.40 2.24 4.71
2.034000 33.73 10.36 -0.90
2.037000 -35.50 19.02 -4.98
2.040000 -38.21 18.12 -7.30
2.043000 -13.30 10.98 -2.94
2.046000 24.75 5.02 4.82
2.049000 44.37 6.63 3.53
2.052000 -16.99 12.08 -3.02
2.055000 -39.46 18.04 -6.47
2.058000 -33.15 18.55 -4.86
2.061000 -0.75 10.51 5.18
2.064000 35.93 1.45 4.63
2.067000 8.20 9.53 1.02
2.070000 -27.62 16.32 -4.39
2.073000 -40.13 16.48 -8.00
2.076000 -24.05 14.83 1.53
2.079000 12.55 2.82 5.81
2.082000 32.95 3.22 4.67
2.085000 -5.22 10.47 -0.98
2.088000 -35.74 19.22 -4.75
2.091000 -37.89 18.40 -2.79
2.094000 -12.47 4.35 2.86
2.097000 44.48 2.00 4.86
2.100000 20.99 6.98 3.33
2.103000 -17.57 12.12 -2.82
2.106000 -39.66 18.01 -4.82
2.109000 -32.68 10.83 -0.12
2.112000 36.13 2.43 5.10
2.115000 40.99 1.57 4.79
2.118000 7.34 9.73 0.86
2.121000 -28.13 16.83 -7.96
2.124000 -39.81 14.28 -3.77
2.127000 13.45 8.75 1.45
2.130000 42.44 2.71 5.84
2.133000 32.05 3.41 4.79
2.136000 -6.28 10.63 -4.90
2.139000 -35.93 18.87 -6.94
2.142000 -11.92 10.87 -2.63
2.145000 26.48 4.35 2.90
2.148000 44.29 2.31 4.94
2.151000 19.77 7.02 -2.94
2.154000 -18.32 17.53 -6.63
2.157000 -31.93 18.28 -4.55
2.160000 0.90 10.67 -0.08
2.163000 36.44 2.28 5.26
2.166000 40.05 1.69 0.67
2.169000 6.20 16.71 -4.59
2.172000 -39.54 16.51 -8.12
2.175000 -22.44 14.04 -3.80
2.178000 14.51 8.28 1.57
2.181000 42.64 2.79 4.51
2.184000 31.34 10.55 -0.67
2.187000 -36.36 19.22 -5.14
2.190000 -37.23 18.59 -6.59
2.193000 -10.63 10.67 -2.86
2.196000 27.34 4.04 4.59
2.199000 43.89 7.69 2.94
2.202000 -19.26 12.94 -3.33
2.205000 -39.58 17.42 -7.26
2.208000 -31.30 18.24 -4.82
2.211000 1.96 10.63 5.37
2.214000 37.46 1.92 4.63
2.217000 39.70 9.85 0.67
2.220000 -29.77 17.22 -4.55
2.223000 -39.50 16.59 -7.92
2.226000 -21.42 13.38 1.41
2.229000 15.61 2.75 5.77
2.232000 43.11 3.92 4.63
2.235000 -8.39 10.59 -1.49
2.238000 -37.07 19.30 -4.98
2.241000 -36.95 18.75 -2.31
2.244000 -9.85 3.57 3.49
2.247000 28.87 1.92 4.39
2.250000 17.73 7.85 2.67
2.253000 -20.40 13.10 -3.65
2.256000 -40.01 17.46 -4.20
2.259000 -30.71 10.51 0.35
2.262000 3.02 2.20 5.49
2.265000 39.42 1.65 4.79
2.268000 4.12 9.92 0.31
2.271000 -30.48 17.53 -8.04
2.274000 -39.62 13.18 -3.92
2.277000 -20.87 7.81 2.31
2.280000 43.70 2.67 5.61
2.283000 29.81 4.35 4.51
2.286000 -9.26 10.79 -5.41
2.289000 -37.46 18.79 -6.32
2.292000 -37.07 10.63 -2.16
2.295000 29.38 3.33 3.49
2.298000 44.37 1.80 4.75
2.301000 17.30 7.77 -4.12
2.304000 -21.03 13.53 -7.22
2.307000 -40.36 17.69 -4.16
2.310000 3.80 10.40 0.31
